"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"2527","공연장","03_06_01_P","3970000","CDFE1230002010000001","2010-04-29","2011-07-22","04","취소/말소/만료/정지/중지","31","등록취소","","","","","02-452-3112","","427-711","경기도 과천시 주암동 685번지 경마공원내 지상주차장 일부구역","","","동춘곡예단(서커스)","2011-08-01 11:14:04","I","2018-08-31 23:59:59","","201414.290510998","438412.741689539","공연장","공연장","녹지지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2528","공연장","03_06_01_P","3040000","CDFE1230001998000005","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  11관","2017-02-27 14:51:28","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2529","공연장","03_06_01_P","3040000","CDFE1230001998000006","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  1관","2017-02-27 14:53:52","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2530","공연장","03_06_01_P","3040000","CDFE1230001998000007","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  4관","2017-02-27 14:51:40","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","근린상업지역","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2531","공연장","03_06_01_P","3040000","CDFE1230001998000002","1998-03-25","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  2관","2017-02-27 14:53:10","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2532","공연장","03_06_01_P","3040000","CDFE1230001998000003","1998-03-25","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  3관","2017-02-27 14:53:26","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2533","공연장","03_06_01_P","3040000","CDFE1230001998000008","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  5관","2017-02-27 14:51:56","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2534","공연장","03_06_01_P","3040000","CDFE1230001998000009","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  6관","2017-02-27 14:52:11","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2535","공연장","03_06_01_P","3040000","CDFE1230001998000010","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  7관","2017-02-27 14:52:25","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2536","공연장","03_06_01_P","3040000","CDFE1230001998000011","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11 8관","2017-02-27 14:52:50","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2537","공연장","03_06_01_P","3040000","CDFE1230001998000004","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  10관","2017-02-27 14:53:39","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2538","공연장","03_06_01_P","3040000","CDFE1230001998000012","1998-03-27","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","3424-1611","","143-721","서울특별시 광진구 구의동 546-4번지 테크노마트빌딩","서울특별시 광진구 광나루로56길 85 (구의동,테크노마트빌딩)","","CGV강변11  9관","2017-02-27 14:52:39","I","2018-08-31 23:59:59","","208394.416382167","448165.279999905","공연장","공연장","","19","아파트지역","","","근린생활시설","13","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2539","공연장","03_06_01_P","3010000","CDFE1230002003000001","2003-09-08","","04","취소/말소/만료/정지/중지","31","등록취소","","","","","","","100-809","서울특별시 중구 명동2가 1번지","","","꼬스트홀","2012-06-20 10:24:24","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2540","공연장","03_06_01_P","3010000","CDFE1230002006000002","2006-02-09","2012-07-26","04","취소/말소/만료/정지/중지","31","등록취소","","","","","777-1378","","100-120","서울특별시 중구 정동 32번지","","","이화여고 100주년 기념관","2012-07-30 14:06:30","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2541","공연장","03_06_01_P","3460000","CDFE1230002007000003","2007-07-25","","03","폐업","34","영업장폐쇄","","","","","","","706-130","대구광역시 수성구 대흥동 504번지 월드컵경기장 서편광장","대구광역시 수성구 유니버시아드로 140 (대흥동)","706-130","월드컵경기장 야외공연장","2014-10-15 11:44:18","I","2018-08-31 23:59:59","","352335.045028381","260158.750203679","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2542","공연장","03_06_01_P","3610000","CDFE1230002003000001","2003-01-13","","03","폐업","34","영업장폐쇄","2010-03-07","","","","672-0660","","503-020","광주광역시 남구 구동 21-1번지","광주광역시 남구 천변좌로 338 (구동)","503-020","광주시민회관","2011-10-31 09:44:27","I","2018-08-31 23:59:59","","191643.591368896","183098.450619473","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2543","공연장","03_06_01_P","3640000","CDFE1230002005000001","2005-07-25","","03","폐업","34","영업장폐쇄","2018-12-31","","","","0422747328","","300-400","대전광역시 동구 신촌동 411-4","","","꽃님이 공연장","2021-07-22 15:42:18","U","2021-07-24 02:40:00","","245166.537298412","319319.231638558","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2544","공연장","03_06_01_P","3010000","CDFE1230002006000003","2006-09-13","","03","폐업","34","영업장폐쇄","2012-02-29","","","","","","100-889","서울특별시 중구 신당동 251-7번지 동대문주차장증축건물5층","서울특별시 중구 을지로 281  (신당동,동대문주차장증축건물5층)","","서울패션아트홀","2012-03-08 10:51:34","I","2018-08-31 23:59:59","","200999.356221857","451654.418167327","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2545","공연장","03_06_01_P","3210000","CDFE1230001991000001","1991-04-30","","04","취소/말소/만료/정지/중지","35","직권말소","2018-05-10","","","","2105-8131","","137-862","서울특별시 서초구 서초동 1355-0번지","서울특별시 서초구 효령로72길 60 (서초동)","137-862","한전아트센터","2018-06-07 17:24:22","I","2018-08-31 23:59:59","","202406.470363348","442611.972829952","공연장","공연장","","0","기타","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2546","공연장","03_06_01_P","3000000","CDFE1230002010000002","2010-05-04","","04","취소/말소/만료/정지/중지","35","직권말소","2019-09-20","","","","02-3672-8070","","110-530","서울특별시 종로구 혜화동 185번지 중원빌딩","서울특별시 종로구 대학로 144 (혜화동,중원빌딩)","","한양레퍼토리씨어터","2019-09-20 09:47:55","U","2019-11-20 02:40:00","","200121.813720325","453518.007319338","공연장","공연장","","0","","","","문화시설","6","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2547","공연장","03_06_01_P","5710000","CDFE1230002018000001","2018-11-29","","04","취소/말소/만료/정지/중지","35","직권말소","2024-08-12","","","","","","","충청북도 청주시 청원구 사천동 4-2 2층","충청북도 청주시 청원구 공항로 237, 2층 (사천동)","28354","이음아트홀","2024-08-12 11:16:56","U","2024-08-14 02:40:00","","243082.169458502","353076.475537615","공연장","공연장","생산녹지지역","2","기타","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2548","공연장","03_06_01_P","3410000","CDFE1230002002000002","2002-12-31","","04","취소/말소/만료/정지/중지","35","직권말소","2017-01-09","","","","424-7055","","700-100","대구광역시 중구 화전동 23-15번지","대구광역시 중구 교동길 6 (화전동)","700-100","엔.에스.엘.문화예술원","2017-01-24 11:08:13","I","2018-08-31 23:59:59","","343954.047468396","264824.10081843","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2549","공연장","03_06_01_P","3410000","CDFE1230002016000001","2016-03-17","","04","취소/말소/만료/정지/중지","35","직권말소","2021-07-08","","","","053-423-2017","","","대구광역시 중구 대봉동 40-62","대구광역시 중구 동덕로 36-15 (대봉동)","41952","떼아뜨르 분도(분도소극장)","2021-07-08 14:23:55","U","2021-07-10 02:40:00","","344968.164946716","263263.040858571","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2550","공연장","03_06_01_P","3450000","CDFE1230002003000003","2003-01-21","","04","취소/말소/만료/정지/중지","35","직권말소","2008-11-06","","","","(053)353-3599","","702-851","대구광역시 북구 칠성동2가 20번지","대구광역시 북구 침산로 93 (칠성동2가)","702-851","스펙트림씨티 아트홀","2011-10-30 13:00:16","I","2018-08-31 23:59:59","","343510.573192364","266134.259920881","공연장","공연장","중심상업지역","11","아파트지역","","","문화시설","6","5","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2551","공연장","03_06_01_P","4490000","CDFE1230002005000001","2005-06-30","","04","취소/말소/만료/정지/중지","35","직권말소","2013-05-22","","","","","","330-020","충청남도 천안시 동남구 문화동 99-1번지","충청남도 천안시 동남구 버들로 41 (문화동)","","천안 대학로 예술극장","2013-05-22 11:03:20","I","2018-08-31 23:59:59","","213495.975222543","367329.04314543","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2552","공연장","03_06_01_P","5060000","CDFE1230002003000002","2003-02-28","","04","취소/말소/만료/정지/중지","35","직권말소","2016-03-10","","","","","","740-973","경상북도 김천시 남산동 3-1번지","경상북도 김천시 김천로 200 (남산동)","740-973","김천시립문화회관","2016-03-10 15:20:43","I","2018-08-31 23:59:59","","300952.804702523","291494.764615429","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2553","공연장","03_06_01_P","5060000","CDFE1230002003000003","2003-12-31","","04","취소/말소/만료/정지/중지","35","직권말소","2016-03-10","","","","","","740-973","경상북도 김천시 남산동 3-1번지","경상북도 김천시 김천로 200 (남산동)","740-973","김천시립문화회관공연장","2016-03-10 15:21:10","I","2018-08-31 23:59:59","","300952.804702523","291494.764615429","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2554","공연장","03_06_01_P","5080000","CDFE1230002005000001","2005-12-13","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","730-090","경상북도 구미시 송정동","","","송정동","2018-08-02 16:07:37","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2555","공연장","03_06_01_P","5080000","CDFE1230002005000002","2005-12-13","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","","","730-010","경상북도 구미시 원평동","","","원평동","2018-08-02 16:09:30","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2556","공연장","03_06_01_P","5080000","CDFE1230002014000001","2014-09-22","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","054-480-4560","","730-090","경상북도 구미시 송정동 75번지","경상북도 구미시 송정대로 89 (송정동)","730-090","구미시문화예술회관","2018-08-02 16:31:24","I","2018-08-31 23:59:59","","321358.195600037","291694.643486237","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2557","공연장","03_06_01_P","3520000","CDFE1230002010000001","2010-04-30","","04","취소/말소/만료/정지/중지","35","직권말소","2020-11-25","","","","070-8887-0026","","406-120","인천광역시 연수구 청학동 502-2 7층  6관","인천광역시 연수구 청능대로 75 (청학동)","406-831","롯데시네마 콘서트홀","2020-12-08 09:52:29","U","2020-12-10 02:40:00","","171122.413843144","434882.960698939","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2558","공연장","03_06_01_P","5600000","CDFE1230002005000001","2005-02-03","","04","취소/말소/만료/정지/중지","35","직권말소","2016-11-23","","","","031-534-7878","","487-871","경기도 포천시 군내면 용정리 47-5번지","경기도 포천시 군내면 포천로 1333","","오랜시간","2016-11-23 08:29:46","I","2018-08-31 23:59:59","","218732.866541151","486305.079934535","공연장","공연장","관리지역","3","기타","","","근린생활시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2559","공연장","03_06_01_P","3910000","CDFE1230002016000001","2016-09-06","","04","취소/말소/만료/정지/중지","35","직권말소","2018-07-18","","","","031-650-6000","","","경기도 평택시 비전동 830-1번지","경기도 평택시 경기대로 279 (비전동, 뉴코아 아울렛 백화점)","17885","뉴코아소극장 평택점","2018-07-18 18:09:11","I","2018-08-31 23:59:59","","209947.80648191","388208.048761482","공연장","공연장","중심상업지역","1","기타","","","기타","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2560","공연장","03_06_01_P","3490000","CDFE1230002004000001","2004-08-16","","04","취소/말소/만료/정지/중지","35","직권말소","2015-04-01","","","","032-764-1171","","400-201","인천광역시 중구 북성동1가 98-441번지","인천광역시 중구 월미문화로 20 (북성동1가)","400-201","코스모스호","2015-04-06 17:21:21","I","2018-08-31 23:59:59","","164347.264206283","441691.359256646","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2561","공연장","03_06_01_P","3490000","CDFE1230002010000001","2010-04-06","","04","취소/말소/만료/정지/중지","35","직권말소","2015-05-13","","","","032-889-7800","","400-802","인천광역시 중구 항동7가 88번지 (주)청해진해운 오하마나호","인천광역시 중구 연안부두로 70 (항동7가)","400-802","오하마나 선상공연장","2015-05-13 16:45:05","I","2018-08-31 23:59:59","","164466.680768307","439172.179161566","공연장","공연장","","4","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2562","공연장","03_06_01_P","6520000","CDFE1230002013000002","2013-07-12","","04","취소/말소/만료/정지/중지","35","직권말소","2018-06-05","","","","064)711-8222","","697-858","제주특별자치도 서귀포시 중문동 2650-1번지","제주특별자치도 서귀포시 중문관광로 227-24 (중문동)","697-858","주식회사 신세계쇼앤서커스","2018-06-05 09:08:38","I","2018-08-31 23:59:59","","145963.278795404","-27862.1582544474","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2563","공연장","03_06_01_P","3230000","CDFE1230002019000002","2019-12-27","","04","취소/말소/만료/정지/중지","35","직권말소","2020-10-16","","","","07077295070","","","서울특별시 송파구 잠실동 10 서울종합운동장","서울특별시 송파구 올림픽로 25, 서울종합운동장 (잠실동)","05500","잠실종합운동장 <위윌락유> 전용 로열씨어터","2020-10-16 09:01:55","U","2020-10-18 02:40:00","","206383.829438022","446030.128073052","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2564","공연장","03_06_01_P","3250000","CDFE1230002015000001","2015-06-17","","04","취소/말소/만료/정지/중지","35","직권말소","2019-09-09","","","","","","600-045","부산광역시 중구 남포동5가 1-1번지","부산광역시 중구 구덕로48번길 3, 4층 (남포동5가)","600-045","키다리소극장","2019-09-09 16:06:14","U","2019-09-11 02:40:00","","385077.098518744","179619.466975961","공연장","공연장","","4","","","","근린생활시설","4","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2565","공연장","03_06_01_P","3290000","CDFE1230002009000003","2009-12-18","","04","취소/말소/만료/정지/중지","35","직권말소","2016-04-20","","","","922-4545","","614-772","부산광역시 부산진구 전포동 668-1번지 6층","부산광역시 부산진구 동천로 92, 6층 (전포동)","614-772","솜사탕아트홀 1관","2016-04-20 10:45:52","I","2018-08-31 23:59:59","","387920.292113406","186157.316240541","공연장","공연장","일반상업지역","9","","","","문화시설","7","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2566","공연장","03_06_01_P","3290000","CDFE1230002009000004","2009-12-18","","04","취소/말소/만료/정지/중지","35","직권말소","2016-04-20","","","","922-4545","","614-772","부산광역시 부산진구 전포동 668-1번지 6층","부산광역시 부산진구 동천로 92, 6층 (전포동)","614-772","솜사탕아트홀 2관","2016-04-20 10:45:32","I","2018-08-31 23:59:59","","387920.292113406","186157.316240541","공연장","공연장","일반상업지역","9","","","","","7","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2567","공연장","03_06_01_P","3740000","CDFE1230002002000007","2002-12-30","","04","취소/말소/만료/정지/중지","35","직권말소","2015-07-24","","","","031-236-9425","","441-822","경기도 수원시 권선구 권선동 1015","경기도 수원시 권선구 권광로139번길 11 (권선동)","","동양아트홀","2015-07-24 13:37:14","I","2020-08-05 00:23:26","","202612.424654599","417564.574352309","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2568","공연장","03_06_01_P","4020000","CDFE1230002016000001","2016-02-01","","04","취소/말소/만료/정지/중지","35","직권말소","2018-10-30","","","","031-390-0666","","","경기도 군포시 금정동 844번지","경기도 군포시 청백리길 6 (금정동, 군포시청)","15829","군포시야외공연장","2018-10-30 16:14:03","U","2018-11-01 02:36:15","","194167.798894783","428828.852840024","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2569","공연장","03_06_01_P","3150000","CDFE1230002016000001","2016-05-19","","04","취소/말소/만료/정지/중지","35","직권말소","2019-09-23","","","","02-2667-9700","","","서울특별시 강서구 등촌동 689번지 NC 강서점","서울특별시 강서구 강서로56길 17, 8층 (등촌동, NC 강서점)","07584","괜찮은 홀 강서점","2019-10-15 09:58:22","U","2019-10-17 02:40:00","","185824.428508883","450866.252126246","공연장","공연장","","0","","","","기타","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2570","공연장","03_06_01_P","3220000","CDFE1230002005000004","2005-06-21","","04","취소/말소/만료/정지/중지","35","직권말소","2020-05-01","","","","","","135-954","서울특별시 강남구 청담동 86번지 아이앤에이치빌딩 5층","서울특별시 강남구 선릉로 806 (청담동,아이앤에이치빌딩 5층)","","시어터 드림","2020-05-01 11:31:20","U","2020-05-03 02:40:00","","203432.518476036","446848.284081545","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2571","공연장","03_06_01_P","3220000","CDFE1230002006000005","2006-06-16","","04","취소/말소/만료/정지/중지","35","직권말소","2020-05-01","","","","","","135-954","서울특별시 강남구 청담동 86번지 아이앤에이치빌딩 3~5층","서울특별시 강남구 선릉로 806 (청담동,아이앤에이치빌딩 3~5층)","","브로딘아트센터","2020-05-01 11:31:41","U","2020-05-03 02:40:00","","203432.518476036","446848.284081545","공연장","공연장","일반주거지역","13","기타","","","근린생활시설","9","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2572","공연장","03_06_01_P","3220000","CDFE1230002003000002","2003-11-07","","04","취소/말소/만료/정지/중지","35","직권말소","2020-05-01","","","","02-3446-9706","","","서울특별시 강남구 논현동 58-3번지 삼익악기 빌딩","서울특별시 강남구 학동로 171, 삼익악기 빌딩 3,4,5층 (논현동)","06046","SeeART THEATRE","2020-05-01 11:30:45","U","2020-05-03 02:40:00","","202510.175626955","445767.512366594","공연장","공연장","","10","","","","문화시설","7","3","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2573","공연장","03_06_01_P","3130000","CDFE1230002013000004","2013-06-05","","04","취소/말소/만료/정지/중지","35","직권말소","2017-02-15","","","","02-719-9182","","","서울특별시 마포구 서교동 372-5번지 지하1층","서울특별시 마포구 양화로 100-10 (서교동, 다내리빌딩)","04038","인디팍(INDI PARK)","2017-02-15 15:44:03","I","2018-08-31 23:59:59","","192771.317340685","450030.754909009","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2574","공연장","03_06_01_P","3920000","CDFE1230002005000001","2005-01-10","","04","취소/말소/만료/정지/중지","35","직권말소","2009-09-21","","","","","","483-010","경기도 동두천시 송내동 673-4번지","경기도 동두천시 송내로 17  (송내동)","","벅스","2009-12-04 17:42:19","I","2018-08-31 23:59:59","","204627.813086659","486550.110377639","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2575","공연장","03_06_01_P","3860000","CDFE1230002020000001","2020-02-28","","04","취소/말소/만료/정지/중지","35","직권말소","2021-04-29","","","","032-323-8015","","","경기도 부천시 원미구 상동 572-1 웅진플레이도시","경기도 부천시 원미구 조마루로 2, 웅진플레이도시 2층 (상동)","14592","상상아트센터","2021-04-30 11:44:10","I","2024-01-02 00:16:32","","177375.852950927","444220.013600334","공연장","공연장","자연녹지지역","7","학교정화(상대)","","","근린생활시설","4","3","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2576","공연장","03_06_01_P","3040000","CDFE1230002004000001","2004-01-20","","04","취소/말소/만료/정지/중지","35","직권말소","2017-12-20","","","","","","","서울특별시 광진구 능동 18번지","서울특별시 광진구 능동로 216 (능동, 어린이대공원)","04991","와팝홀","2017-12-20 11:02:03","I","2018-08-31 23:59:59","","207139.204095368","449705.67643744","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2577","공연장","03_06_01_P","3110000","CDFE1230001974000001","1974-01-30","","04","취소/말소/만료/정지/중지","35","직권말소","2022-04-13","","","","","","122-924","서울특별시 은평구 응암동 585-48","서울특별시 은평구 불광천길 392 (응암동)","","김인배가무단","2022-04-13 11:19:42","U","2022-04-15 02:40:00","","192395.633819262","454363.996959866","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2578","공연장","03_06_01_P","3110000","CDFE1230001974000002","1974-01-30","","04","취소/말소/만료/정지/중지","35","직권말소","2022-04-13","","","","","","122-924","서울특별시 은평구 응암동 585-48","서울특별시 은평구 불광천길 392 (응암동)","","김인배가무단","2022-04-13 11:20:29","U","2022-04-15 02:40:00","","192395.633819262","454363.996959866","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2579","공연장","03_06_01_P","3110000","CDFE1230001974000003","1974-06-17","","04","취소/말소/만료/정지/중지","35","직권말소","2022-04-13","","","","","","122-825","서울특별시 은평구 녹번동 19-69","서울특별시 은평구 통일로54길 7 (녹번동)","122-825","돌하르망악단","2022-04-13 11:20:53","U","2022-04-15 02:40:00","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2580","공연장","03_06_01_P","3110000","CDFE1230001974000004","1974-08-09","","04","취소/말소/만료/정지/중지","35","직권말소","2022-04-13","","","","","","122-831","서울특별시 은평구 녹번동 118-27","서울특별시 은평구 녹번로9길 12-1 (녹번동)","","민병윤과2외악단","2022-04-13 11:21:28","U","2022-04-15 02:40:00","","193783.843930902","456124.954538583","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2581","공연장","03_06_01_P","3110000","CDFE1230001989000004","1989-05-15","","04","취소/말소/만료/정지/중지","35","직권말소","2022-04-13","","","","","","122-801","서울특별시 은평구 갈현동 233-14","서울특별시 은평구 갈현로 226-5 (갈현동)","","김학태가무단","2022-04-13 14:09:56","U","2022-04-15 02:40:00","","192450.090894823","457202.26800769","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
